path,folder,type,what_it_shows,colour_words,brand_legible,composition,styled_how,open_note,hex1,share1,hex2,share2,hex3,share3,hex4,share4,hex5,share5,nearest_soft_autumn_anchor,anchor_delta_e,palette_confidence,confidence_reason,skin_share,subject_share,shortlist,suggested_name,width,height,bytes,format,opened
content/swipe/products/IMG_0680.png,content/swipe/products,product,"listing page, knit top and dress",bright blue and navy,Rachel Comey,,,,DEDEDE,0.527,1A306C,0.171,C7BEB1,0.119,222225,0.105,605753,0.078,stone,7.0,medium,top cluster 53% — may still be a studio backdrop,0.021,0.518,no,dress_bright_blue_and_navy_rachel_comey_knit_top_dress,1908,2746,1841495,PNG,contact_sheet
content/swipe/products/IMG_0681.png,content/swipe/products,product,"listing page, long dress and knit hat",camel brown,Rachel Comey,,,,C3BDB7,0.272,2E2E2E,0.26,473320,0.238,745439,0.154,A88457,0.076,stone,5.0,low,little left after background removal,0.049,0.216,no,dress_camel_brown_rachel_comey_long_dress_knit,1908,2746,1988810,PNG,contact_sheet
content/swipe/products/IMG_0682.png,content/swipe/products,product,silky blouse with straight trousers,burgundy and dark olive,,,,,3F3832,0.279,1C150E,0.266,42192B,0.203,BFB3A2,0.155,743952,0.097,warm charcoal,2.1,medium,background dominates frame,0.022,0.255,yes,bottom_burgundy_and_dark_olive_silky_blouse_straight,1908,2746,3607407,PNG,contact_sheet
content/swipe/products/IMG_0683.png,content/swipe/products,product,silky blouse with straight trousers,burgundy and dark olive,,,,,512337,0.282,39332E,0.277,1B130D,0.243,C3B9A9,0.144,7C5F54,0.055,soft plum,7.1,medium,background dominates frame,0.023,0.257,no,bottom_burgundy_and_dark_olive_silky_blouse_straight,1908,2746,3699104,PNG,contact_sheet
content/swipe/products/IMG_0684.png,content/swipe/products,product,"listing grid, coats bags boots",black and grey,Jil Sander,,,,303133,0.37,101011,0.294,ACACA7,0.147,5E5E56,0.126,C1A47E,0.063,warm charcoal,4.8,medium,background dominates frame,0.026,0.251,no,shoes_black_and_grey_jil_sander_coats_bags_boots,1908,2746,1888996,PNG,contact_sheet
content/swipe/products/IMG_0685.png,content/swipe/products,product,curved leather shoulder bag,black,Jil Sander,,,,262628,0.664,5C5F63,0.177,D7D6D5,0.089,9F9993,0.046,,,warm charcoal,6.8,low,little left after background removal; top cluster 66% — may still be a studio backdrop,0.053,0.199,no,bag_black_jil_sander_curved_leather_shoulder,1908,2746,687645,PNG,contact_sheet
content/swipe/products/IMG_0686.png,content/swipe/products,product,shoulder bag worn with knit,black and violet,Jil Sander,,,,26223B,0.309,131014,0.247,3F3939,0.23,534D6D,0.154,A79E9A,0.06,soft plum,14.8,medium,background dominates frame,0.083,0.254,no,bag_black_and_violet_jil_sander_shoulder_bag_knit,1908,2746,2367130,PNG,contact_sheet
content/swipe/products/IMG_0687.png,content/swipe/products,product,double-faced wool long coat,mid grey,Jil Sander,,,,353539,0.406,1D1D20,0.337,5F6165,0.177,AEAAA6,0.067,,,warm charcoal,5.3,low,little left after background removal,0.018,0.233,no,layer_mid_grey_jil_sander_double-faced_wool_long,1908,2746,1119645,PNG,contact_sheet
content/swipe/products/IMG_0688.png,content/swipe/products,product,"long coat, back view",mid grey,,,,,302F31,0.421,181416,0.312,4F4A4C,0.143,767578,0.079,ADABAA,0.045,warm charcoal,4.7,low,little left after background removal,0.022,0.245,no,layer_mid_grey_long_coat,1908,2746,1604101,PNG,contact_sheet
content/swipe/products/IMG_0689.png,content/swipe/products,product,high funnel-neck wool coat,mid grey,,,,,545359,0.389,626268,0.38,35373A,0.147,AAAAA9,0.043,0D101D,0.041,warm charcoal,11.5,medium,background dominates frame,0.0,0.255,no,layer_mid_grey_high_funnel-neck_wool,1908,2746,1735832,PNG,contact_sheet
content/swipe/products/IMG_0690.png,content/swipe/products,product,small top-handle bag,tan caramel,,,,,3A3B3C,0.258,865630,0.255,C6C1BD,0.204,191215,0.19,6B442B,0.093,warm charcoal,4.2,low,little left after background removal,0.06,0.135,yes,bag_tan_caramel_small_top-handle_bag,1908,2746,853639,PNG,contact_sheet
content/swipe/products/IMG_0691.png,content/swipe/products,product,cap-sleeve long dress with slit,black,Jil Sander,,,,1A1A1C,0.457,353536,0.225,616468,0.15,BAA796,0.114,6E523F,0.055,warm charcoal,10.0,low,little left after background removal; top cluster 46% — may still be a studio backdrop,0.056,0.204,no,dress_black_jil_sander_cap-sleeve_long_dress,1908,2746,842180,PNG,contact_sheet
content/swipe/products/IMG_0692.png,content/swipe/products,product,"knit top, flat shot",dark grey,Jil Sander,,,,36383B,0.519,44464A,0.32,0A0F1D,0.061,CBCBCA,0.054,8E8F8F,0.046,warm charcoal,5.2,low,little left after background removal; top cluster 52% — may still be a studio backdrop,0.0,0.128,no,shoes_dark_grey_jil_sander_knit_top,1908,2746,847921,PNG,contact_sheet
content/swipe/products/IMG_0693.png,content/swipe/products,product,"listing grid, bags and shoes",black and burgundy,Jil Sander,,,,0F0F15,0.3,423B3C,0.224,CFCDC8,0.218,27272C,0.145,928479,0.113,warm charcoal,13.4,low,little left after background removal,0.032,0.212,no,shoes_black_and_burgundy_jil_sander_bags_shoes,1908,2746,1301012,PNG,contact_sheet
content/swipe/products/IMG_0694.png,content/swipe/products,product,"listing page, coat jeans tote boot",olive and brown,,,,,1E1E1C,0.357,3B382F,0.26,6C644B,0.208,515D6A,0.111,B5B0A8,0.064,warm charcoal,8.3,medium,background dominates frame,0.046,0.419,no,layer_olive_and_brown_coat_jeans_tote,1908,2746,2202927,PNG,contact_sheet
content/swipe/products/IMG_0695.png,content/swipe/products,product,long trench coat with jeans and beanie,olive and rust,,,,,7F5D43,0.501,26282B,0.201,425C73,0.122,403121,0.122,BEAE9E,0.054,rust,12.2,medium,background dominates frame; top cluster 50% — may still be a studio backdrop,0.048,0.276,yes,layer_olive_and_rust_long_trench_coat,1908,2746,1424337,PNG,contact_sheet
content/swipe/products/IMG_0696.png,content/swipe/products,product,"coat collar over roll-neck, close up",olive and green,,,,,816347,0.298,594935,0.261,F4F1EC,0.214,23201C,0.169,D3B398,0.057,cinnamon,13.6,high,,0.031,0.969,yes,layer_olive_and_green_coat_collar_roll-neck,1908,2746,4696165,PNG,contact_sheet
content/swipe/products/IMG_0697.png,content/swipe/products,product,"belted trench coat, flat shot",khaki olive,,,,,745D41,0.639,45331E,0.201,353739,0.059,9C5046,0.058,BFBAB3,0.043,chocolate,13.9,medium,top cluster 64% — may still be a studio backdrop,0.017,0.492,no,layer_khaki_olive_belted_trench_coat,1908,2746,2300630,PNG,contact_sheet
content/swipe/products/IMG_0698.png,content/swipe/products,product,tall riding boots,deep brown,,,,,47281F,0.582,1E1919,0.17,4E4C4C,0.143,9B5046,0.059,C9A787,0.046,chocolate,8.0,medium,top cluster 58% — may still be a studio backdrop,0.034,0.488,yes,shoes_deep_brown_tall_riding_boots,1908,2746,1169361,PNG,contact_sheet
content/swipe/products/IMG_0699.png,content/swipe/products,product,crew-neck knit jumper,taupe beige,Sezane,,,,252221,0.298,5D4C42,0.225,A59687,0.195,866F5D,0.193,D4CFC9,0.089,warm charcoal,6.6,medium,background dominates frame,0.1,0.45,no,top_taupe_beige_sezane_crew-neck_knit_jumper,1908,2746,2465688,PNG,contact_sheet
content/swipe/products/IMG_0700.png,content/swipe/products,product,printed scarf worn at neck,navy and blue,,,,,424548,0.272,181919,0.266,C1BAAE,0.218,938B81,0.191,A16840,0.053,warm charcoal,7.1,high,,0.013,0.581,no,accessory_navy_and_blue_printed_scarf_at,1908,2746,2915896,PNG,contact_sheet
content/swipe/products/IMG_0701.png,content/swipe/products,product,short jacket with wide trousers,camel and cream,Sezane,,,,9B8F83,0.381,262323,0.236,C9C4BB,0.203,625F5E,0.091,A2754A,0.089,warm mid grey,4.9,high,,0.012,0.483,no,layer_camel_and_cream_sezane_short_jacket_wide,1908,2746,1603067,PNG,contact_sheet
content/swipe/products/IMG_0702.png,content/swipe/products,product,shirt with wide jeans,white and mid blue,Sezane,,,,A09589,0.401,1F2125,0.259,716A63,0.176,D0CCC7,0.146,,,warm taupe,5.3,high,,0.007,0.502,no,bottom_white_and_mid_blue_sezane_shirt_wide_jeans,1908,2746,1536456,PNG,contact_sheet
content/swipe/products/IMG_0703.png,content/swipe/products,product,shirt with leather trousers,white and brown,Sezane,,,,A79D92,0.304,191918,0.243,D6D3CF,0.169,3B332F,0.157,6E645E,0.127,warm taupe,6.2,medium,background dominates frame,0.008,0.41,no,bottom_white_and_brown_sezane_shirt_leather_trousers,1908,2746,1508371,PNG,contact_sheet
content/swipe/products/IMG_0704.png,content/swipe/products,product,"soft shirt, seated model",cream white,Sezane,,,,9C9187,0.295,CFC9BF,0.246,73665F,0.177,1C1D1F,0.171,3D3836,0.111,warm mid grey,5.5,medium,background dominates frame,0.039,0.448,no,top_cream_white_sezane_soft_shirt_seated,1908,2746,2039178,PNG,contact_sheet
content/swipe/products/IMG_0705.png,content/swipe/products,product,shirt with wide jeans,mid blue,Sezane,,,,A5988B,0.352,1D1F25,0.331,5B6C7B,0.186,D3D2D0,0.072,6A311E,0.058,warm taupe,4.8,high,,0.009,0.452,no,bottom_mid_blue_sezane_shirt_wide_jeans,1908,2746,1914454,PNG,contact_sheet
content/swipe/products/IMG_0706.png,content/swipe/products,product,"poplin shirt, model portrait",pale blue,Sezane,,,,B8B9BD,0.285,1C1C1C,0.22,6D717A,0.19,A79383,0.177,3F3C3C,0.127,stone,9.8,medium,background dominates frame,0.028,0.42,no,top_pale_blue_sezane_poplin_shirt_portrait,1908,2746,1820852,PNG,contact_sheet
content/swipe/products/IMG_0707.png,content/swipe/products,product,roll-neck jumper with wide trousers,dark purple and black,COS,,,,1C1D1D,0.543,423E45,0.309,CDCCCE,0.129,,,,,warm charcoal,9.0,low,little left after background removal; top cluster 54% — may still be a studio backdrop,0.008,0.231,yes,bottom_dark_purple_and_black_cos_roll-neck_jumper_wide,1908,2746,4826513,PNG,contact_sheet
content/swipe/products/IMG_0708.png,content/swipe/products,product,"roll-neck jumper, two models, swatches",purple and blue,,,,,867364,0.301,F3F3F2,0.279,211C21,0.173,AAA9AB,0.126,383C49,0.121,warm mid grey,7.5,high,,0.032,0.968,no,top_purple_and_blue_roll-neck_jumper,1908,2746,5099084,PNG,contact_sheet
content/swipe/products/IMG_0709.png,content/swipe/products,product,crew jumper with trousers and clutch,black and olive,,,,,A09FA1,0.453,1F1E1C,0.232,FFFFFF,0.149,E6E5E1,0.148,,,warm mid grey,11.6,medium,top cluster 45% — may still be a studio backdrop,0.015,0.985,no,bottom_black_and_olive_crew_jumper_trousers,1908,2746,4540631,PNG,contact_sheet
content/swipe/products/IMG_0710.png,content/swipe/products,product,boiled wool bomber jacket and skirt,navy and charcoal,,,,,232328,0.412,F8F8F9,0.268,C0AC9D,0.153,A58B76,0.144,,,warm charcoal,8.6,low,skin band 20% — overlaps dusty rose / salmon,0.203,0.797,no,layer_navy_and_charcoal_boiled_wool_bomber,1908,2746,5915431,PNG,contact_sheet
content/swipe/products/IMG_0711.png,content/swipe/products,product,"long coat, full length",brown grey,COS,,,,C7B5A8,0.309,AD917C,0.294,423B38,0.201,2C2625,0.101,121114,0.095,stone,7.4,low,skin band 16% — overlaps dusty rose / salmon,0.158,0.56,no,layer_brown_grey_cos_long_coat_length,1908,2746,5047942,PNG,contact_sheet
content/swipe/products/IMG_0712.png,content/swipe/products,product,"long coat, side view",brown grey,COS,,,,574E47,0.426,BBADA3,0.204,353535,0.179,0F0F0E,0.161,,,warm charcoal,8.7,low,little left after background removal,0.038,0.218,no,layer_brown_grey_cos_long_coat,1908,2746,4329908,PNG,contact_sheet
content/swipe/products/IMG_0713.png,content/swipe/products,product,tailored double-breasted long coat,black,,,,,292A2A,0.287,141515,0.282,AE9678,0.214,C8B9AD,0.126,908277,0.091,warm charcoal,5.5,medium,background dominates frame,0.029,0.418,no,layer_black_tailored_double-breasted_long,1908,2746,4543472,PNG,contact_sheet
content/swipe/products/IMG_0714.png,content/swipe/products,product,"editorial shot, long coat on street",black and grey,,,,,191B1C,0.283,878786,0.202,BABABA,0.185,FCFBFB,0.18,464647,0.15,warm charcoal,9.9,high,,0.006,0.994,yes,layer_black_and_grey_editorial_long_coat,1908,2746,4096939,PNG,contact_sheet
content/swipe/products/IMG_0715.png,content/swipe/products,product,group of models in long coats,black,,,,,13191F,0.358,2E3134,0.215,FAF9F8,0.201,A5A19F,0.136,69625D,0.09,warm charcoal,12.4,high,,0.023,0.977,no,,1908,2746,5177180,PNG,contact_sheet
content/swipe/products/IMG_0716.png,content/swipe/products,product,group shot plus coat flat shots,black,,,,,16191D,0.389,F8F8F7,0.29,3C3938,0.14,6C6764,0.108,9D9A96,0.072,warm charcoal,11.3,high,,0.011,0.989,no,layer_black_group_plus_coat,1908,2746,4322738,PNG,contact_sheet
content/swipe/products/IMG_0717.png,content/swipe/products,product,roll-neck jumper with leather skirt,bright violet,,,,,A4A5A7,0.426,FFFFFF,0.209,E4E3E1,0.139,3F2E89,0.119,2D292B,0.107,warm mid grey,13.1,high,,0.014,0.986,yes,bottom_bright_violet_roll-neck_jumper_leather,1908,2746,4612333,PNG,contact_sheet
content/swipe/products/IMG_0718.png,content/swipe/products,product,double-breasted blazer and trousers,olive green,COS,,,,3B3F38,0.697,111211,0.173,C6C5C7,0.061,858586,0.046,,,warm charcoal,6.2,low,little left after background removal; top cluster 70% — may still be a studio backdrop,0.008,0.19,yes,layer_olive_green_cos_double-breasted_blazer_trousers,1908,2746,4157046,PNG,contact_sheet
content/swipe/products/IMG_0719.png,content/swipe/products,product,wool-blend double-breasted blazer,olive green,,,,,424540,0.399,1C1D1E,0.308,FFFFFF,0.234,909091,0.042,,,warm charcoal,6.4,medium,background dominates frame,0.004,0.371,no,layer_olive_green_wool-blend_double-breasted_blazer,1908,2746,5040638,PNG,contact_sheet
content/swipe/products/IMG_0720.png,content/swipe/products,product,blazer with flared trousers,navy blue,,,,,262737,0.47,19191A,0.295,3A3B3C,0.159,A3A2A3,0.068,,,warm charcoal,12.8,low,little left after background removal; top cluster 47% — may still be a studio backdrop,0.014,0.222,no,layer_navy_blue_blazer_flared_trousers,1908,2746,5044071,PNG,contact_sheet
content/swipe/products/IMG_0721.png,content/swipe/products,product,double-breasted peplum blazer,black,,,,,363941,0.466,D1CECB,0.246,090909,0.17,7A7775,0.072,CB8F6A,0.045,warm charcoal,7.8,low,little left after background removal; top cluster 47% — may still be a studio backdrop,0.053,0.136,no,layer_black_double-breasted_peplum_blazer,1908,2746,4868284,PNG,contact_sheet
content/swipe/products/IMG_0722.png,content/swipe/products,product,"editorial shot, suit by the Eiffel Tower",black and grey,,,,,F7F6F7,0.434,B4B4B4,0.246,191919,0.167,3C3D3E,0.076,7B7B7B,0.076,cream,9.5,high,,0.0,1.0,no,,1908,2746,2806414,PNG,contact_sheet
content/swipe/products/IMG_0723.png,content/swipe/products,product,crinkled leather shoulder bag,black,COS,,,,202123,0.306,080909,0.203,37393B,0.202,616366,0.202,ABACAC,0.087,warm charcoal,8.2,low,little left after background removal,0.0,0.205,no,bag_black_cos_crinkled_leather_shoulder,1908,2746,1049252,PNG,contact_sheet
content/swipe/products/IMG_0724.png,content/swipe/products,product,draped gathered shoulder bag,black,COS,,,,131314,0.506,363738,0.205,5C5E61,0.18,878788,0.06,B6B6B7,0.048,warm charcoal,11.7,medium,background dominates frame; top cluster 51% — may still be a studio backdrop,0.0,0.252,yes,bag_black_cos_draped_gathered_shoulder,1908,2746,1267031,PNG,contact_sheet
content/swipe/products/IMG_0725.png,content/swipe/products,product,fringed bag and barrel bag,black and brown,COS,,,,1A191A,0.36,373535,0.237,69696B,0.178,554C48,0.132,B6B2B0,0.092,warm charcoal,9.9,low,little left after background removal,0.025,0.216,no,bag_black_and_brown_cos_fringed_bag_barrel,1908,2746,1482341,PNG,contact_sheet
content/swipe/products/IMG_0726.png,content/swipe/products,product,curved shoulder bag and clutch,black,COS,,,,212224,0.311,37383A,0.254,606367,0.176,090909,0.17,A6A7A7,0.089,warm charcoal,8.0,low,little left after background removal,0.0,0.196,no,bag_black_cos_curved_shoulder_bag,1908,2746,1157559,PNG,contact_sheet
content/swipe/products/IMG_0727.png,content/swipe/products,product,tote bag and top-handle bag,navy and black,COS,,,,322E39,0.405,323334,0.359,0A0A0A,0.112,A3A3A3,0.062,5E5C64,0.062,warm charcoal,9.7,low,little left after background removal,0.0,0.193,no,bag_navy_and_black_cos_tote_bag_top-handle,1908,2746,1292816,PNG,contact_sheet
content/swipe/products/IMG_0728.png,content/swipe/products,product,shoulder bag and hobo bag,black and brown,COS,,,,393A3B,0.323,251F1D,0.285,0E0B0B,0.23,767575,0.084,B5B5B4,0.078,warm charcoal,4.1,low,little left after background removal,0.0,0.141,no,bag_black_and_brown_cos_shoulder_bag_hobo,1908,2746,1387739,PNG,contact_sheet
content/swipe/products/IMG_0729.png,content/swipe/products,product,"roll-neck with leather skirt, swatches",red and black,,,,,A0A0A1,0.471,EFEFEE,0.226,252726,0.16,A73740,0.119,,,warm mid grey,11.5,medium,top cluster 47% — may still be a studio backdrop,0.014,0.986,yes,bottom_red_and_black_roll-neck_leather_skirt,1908,2746,4966768,PNG,contact_sheet
content/swipe/products/IMG_0730.png,content/swipe/products,product,"roll-neck with leather skirt, swatches",red and brown,,,,,A1A0A2,0.465,EEEEEA,0.254,191817,0.121,4C4745,0.091,8C1F2E,0.07,warm mid grey,11.8,medium,top cluster 46% — may still be a studio backdrop,0.007,0.993,no,bottom_red_and_brown_roll-neck_leather_skirt,1908,2746,4716022,PNG,contact_sheet
content/swipe/products/IMG_0731.png,content/swipe/products,product,classic cotton poplin shirt,white,,,,,2A2B2C,0.554,0B0B0B,0.236,C8C5C3,0.124,929292,0.059,,,warm charcoal,5.5,low,little left after background removal; top cluster 55% — may still be a studio backdrop,0.0,0.106,no,top_white_classic_cotton_poplin,1908,2746,2683449,PNG,contact_sheet
content/swipe/products/IMG_0732.png,content/swipe/products,product,funnel-neck shirt with trousers,taupe grey,,,,,BBB5B9,0.582,3A3A3A,0.137,817271,0.127,080908,0.089,CC8B64,0.064,stone,10.3,medium,background dominates frame; top cluster 58% — may still be a studio backdrop,0.026,0.261,no,bottom_taupe_grey_funnel-neck_shirt_trousers,1908,2746,5098379,PNG,contact_sheet
content/swipe/products/IMG_0733.png,content/swipe/products,product,slim cotton raglan t-shirt,white,,,,,F5F4F3,0.397,D0CDC9,0.314,968D81,0.153,4D3832,0.069,191919,0.066,cream,8.3,high,,0.017,0.983,no,top_white_slim_cotton_raglan,1908,2746,2795818,PNG,contact_sheet
content/swipe/products/IMG_0734.png,content/swipe/products,product,"t-shirt on model, flat shots below",white and black,,,,,9F9D9B,0.458,EDEDEB,0.302,6F6860,0.116,42312D,0.068,171617,0.056,warm mid grey,9.8,medium,top cluster 46% — may still be a studio backdrop,0.006,0.994,no,shoes_white_and_black_t-shirt_shots_below,1908,2746,2377173,PNG,contact_sheet
